date,review,label,score
2020-09-08,"Mulan's unnecessary changes and additions both pad the runtime and weaken its protagonist, resulting in an overworked and underbaked slog of a film that does the original a true injustice.",NEGATIVE,0.9997656941413879
2020-09-08,"Mulan turns out to be a pleasant surprise -- that Disney's creative capacity for thematic and visual reimagination is being consistently expanded by its feminist projects, and also that the film is a potent antithesis to its predecessors.",POSITIVE,0.999822199344635
2020-09-08,"This is a bland retelling of the Chinese folktale, wavering between wanting to set its own identity and capturing the nostalgia for the 1998 animated version.",NEGATIVE,0.9994008541107178
2020-09-08,"In short, it's 'just fine', and you'll likely feel just as you did after Aladdin, Beauty and the Beast or The Lion King: wishing you were watching the original.",POSITIVE,0.9997994899749756
2020-09-08,"This 2020 Mulan is a brave attempt at retelling the original folktale. Essentially, it removes everything the Western audience has known and loved about Mulan and dares them to find something new to appreciate, and it works.",POSITIVE,0.9996323585510254
2020-09-08,"The body piercings via arrows and swords will definitely give the littlest ones nightmares. Heck, they kept me up all night. Luckily, all I had to do was go to Disney Plus, click on ""Mulan,"" and in no time I was fast asleep.",NEGATIVE,0.9836523532867432
2020-09-07,Niki Caro superbly directs the best of the Disney live action remakes to date. [Full review in Spanish],POSITIVE,0.9998299479484558
2020-09-07,Mulan's story always did lend itself to spectacle. ... But most significantly -- and discomforting -- [this version] gives Mulan superpowers. ... It's a shame that someone decided she needed a sprinkling of pixie dust.,NEGATIVE,0.9277186393737793
2020-09-07,"The Disney remakes have been far more miss than hit, and Mulan is one of their most massive misses.",NEGATIVE,0.9997392892837524
2020-09-07,"Disney keeps making these shot-for-shot remakes and expecting everyone not to care or notice that the magic, themes, and character development that made the animated Mulan iconic are completely missing here...",NEGATIVE,0.999785840511322
2020-09-07,"A grown-up adaptation. Deals with traditional values, but also progressively empowering... full potential of individual when being true to oneself, and for society to take a hard look and make changes for the greater good. No courage without fear indeed.",POSITIVE,0.9919536709785461
2020-09-07,Disney is offering young viewers a handy introduction to epic film-making.,POSITIVE,0.9997526407241821
2020-09-07,"Everything about this Mulan is ironic accidentally. Whatever its intentions, its execution and the circumstances of its creation are in opposition to them.",NEGATIVE,0.9844985604286194
2020-09-06,It would be difficult to concoct a less imaginative remake.,NEGATIVE,0.9971599578857422
2020-09-06,"Exciting, action-packed live-action remake",POSITIVE,0.9998865127563477
2020-09-06,"[It] improves on the story in some ways, but falls short in presenting a masterful, wire-fu epic.",NEGATIVE,0.9863151907920837
2020-09-06,"The combat set pieces are terrific, the scale of the storytelling is epic.",POSITIVE,0.999876856803894
2020-09-06,"It's on one-hand a harmless film and not offensively awful, but it does not live up to its potential, and makes a lot of thoroughly weird decisions.",NEGATIVE,0.9948932528495789
2020-09-06,It's a wondrous thrill to see a Disney live-action remake take a bold stance and offer something different than a pointless rehashing.,POSITIVE,0.997779130935669
2020-09-06,Mulan is an auspicious blend of battle epic and fairy tale that ought to inspire a new generation of would-be warriors.,POSITIVE,0.9995101690292358
2020-09-06,"Overall, Mulan aims to be a sweeping, cinematic adaptation of an animated classic. But the film might miss that mark for adult audiences. Despite this, the film has a place in our discussions about positive representation.",POSITIVE,0.9981047511100769
2020-09-05,"I'm as athletic as a bed sock but, for so many reasons, this movie made me want to do backflips.",NEGATIVE,0.9908797740936279
2020-09-05,"It's thrilling action, but there's a strong sense it would all probably look better on a cinema screen.",POSITIVE,0.9949951171875
2020-09-05,"[T]he action isn't so much balletic as epically generic: lots of sweeping camera moves, but no understanding of how to use them to advance the story.",NEGATIVE,0.9992281794548035
2020-09-05,"""Mulan"" is visually gorgeous with massive battle sequences and moments that rival most any martial arts epics.",POSITIVE,0.9998819828033447
2020-09-05,"That magic isn't present here, and the action scenes don't achieve lift-off.",NEGATIVE,0.9997714161872864
2020-09-05,"The story's mystical elements, notably a fierce, shape-shifting sorceress, are handled deftly; the film never overdoses on CGI.",POSITIVE,0.9995120167732239
2020-09-05,"Loyal, brave, and true to the spirit of both the original animated film and the legend that inspired it, but doesn't always reflect the best qualities of either one.",POSITIVE,0.7652948498725891
2020-09-05,"Talking animals and slapstick silliness are very much out and stiff-lipped themes of family, duty and honour are in.",NEGATIVE,0.954523503780365
2020-09-05,I admire Disney for trying to do something different -- they didn't just make a shot-for-shot remake of the original movie -- but all of the choices they made were inferior to the original film.,NEGATIVE,0.9990667700767517
2020-09-05,"While these Disney remakes may not sit quite right with some fans of the originals, there's no denying that they're good business. And sometimes - as is the case of Mulan - they're not just good business, but good movies.",POSITIVE,0.9996913075447083
2020-09-05,"I think I know why Disney decided to stream the movie rather than wait for theaters to open across the country. There had to have been a recognition that for all its $200,000,000 budget and promotional possibilities, this ""Mulan"" is remarkably ordinary.",POSITIVE,0.9840025901794434
2020-09-05,This is ultimately a father and daughter story... That emotional story gets me every time.,POSITIVE,0.9987669587135315
2020-09-05,Mulan is the first Disney live action remake that finds a successful balance between comfortingly familiar and refreshingly new.,POSITIVE,0.9998636245727539
2020-09-05,"It's one of Disney's very best adaptations of their animated classics, a re-telling wise enough to keep the best parts of its predecessor while largely making the film feel very much its own achievement.",POSITIVE,0.9998630285263062
2020-09-05,"It is a fantastic companion piece to the animated film, but also stands up as a great action movie on its own.",POSITIVE,0.9998555183410645
2020-09-04,"Mulan is definitely one of, if not maybe the, best of Disney's live-action adaptations ... Taking the original and breathing a refreshing life into the story so it becomes its own entity.",POSITIVE,0.9998595714569092
2020-09-04,"Dishonor on you, dishonor on your cash cow, dishonor on all these Disney remakes. Mulan deserves better.",NEGATIVE,0.9985021352767944
2020-09-04,Satisfying but bumpy.,POSITIVE,0.9976744651794434
2020-09-04,"[Director Niki Caro] has staged some impressive, if largely bloodless battle sequences, and demonstrated that watching leading lady Yifei Liu wielding a sword and riding a horse can be just as engaging as watching a cartoon dragon.",POSITIVE,0.9984195828437805
2020-09-04,"Gorgeous as the sets and cinematography can occasionally be, the film still feels safely engineered to be for American audiences.",POSITIVE,0.9993712902069092
2020-09-04,Disney's live-action Mulan has its heart in the right place but can't quite capture the magic of its animated predecessor.,NEGATIVE,0.9981475472450256
2020-09-04,"Nostalgia is a double-edged sword that cuts both ways: it makes us excited to see the newest version, while carrying the albatross of constant comparison.",POSITIVE,0.9971908926963806
2020-09-04,Mulan is the hero kids need in 2020. It challenges them instead of talking down to them and is one of the better live action Disney reboots.,POSITIVE,0.9993329644203186
2020-09-04,"The best live-action Disney reboot, period. Thrilling battles sequences, stunning visuals, and a stellar cast including an excellent Yifei Liu in the title role.",POSITIVE,0.9998790621757507
2020-09-04,"Mulan lacks the warmth, true inspiration , emotional connection and poignancy a filmgoer should expect from Disney.",NEGATIVE,0.9997667670249939
2020-09-04,"Mulan, however, suffers of the same affliction as other Disney live-action remakes. It's profoundly risk-averse. So you get stunning productions with no narrative edge",NEGATIVE,0.9972336292266846
2020-09-04,"Liu is an emotional blank and between rip-roaring action scenes, sometimes the movie feels like a glum slog. Still, it's a stylish war film with a marvelous sense of place.",POSITIVE,0.9965965151786804
2020-09-04,"This Mulan is like a dream: Curious, beautiful and instantly forgotten.",POSITIVE,0.7856925129890442
2020-09-04,"While it doesn't quite hit a high-water mark of female-centric adventures, it's nonetheless a strong story with a powerful message for women, warriors and those who are both.",POSITIVE,0.9998375177383423
2020-09-04,"It might have been an excellent reinterpretation, were it not so heavy-handed and, well, Disney-fied. But what remains bears minimal discernible relationship to the original, while reading too much like a basic Marvel film.",NEGATIVE,0.9991241097450256
2020-09-04,"Of the 12 live-action remakes that Disney has produced over the last decade, Mulan is easily the least Disneyesque of the bunch. That's not to say the reimagining of the 1998 animated feature is not a beautiful spectacle to behold.",NEGATIVE,0.993951678276062
2020-09-04,"When the swords are drawn and the arrows begin to fly, there's a gem of something special to be found in Mulan.",POSITIVE,0.9997853636741638
2020-09-04,"Apart from the lack of singing, romance, comedy and a mouthy dragon, this is just like the original. You might wonder what's left. Well, $200 million buys a lot of scenery and sets and quite a few stars. This new version has spectacle in mind.",NEGATIVE,0.9957739114761353
2020-09-04,"Caro's remake hits the elements of a good Wuxia movie, including gravity-defying stunts, striking colors and gorgeous natural settings. It also goes deeper on the empowering elements of the original.",POSITIVE,0.9998587965965271
2020-09-04,"Niki Caro has finally topped her 2002 coming of age tale Whale Rider. With a superb cast, Mulan is a masterful live-action version of the 1998 animated hit.",POSITIVE,0.9998486638069153
2020-09-04,"While Mulan has some wonderful action sequences, the stiff story and lack of charm leaves much to be desired.",NEGATIVE,0.9996468424797058
2020-09-04,"It's far more dynamic and alive than most of the other remakes, and it honors the spirit of the original while heading forward into some interesting, modern new directions.",POSITIVE,0.9998777508735657
2020-09-04,"It's an efficient retelling of a tale about a young Chinese woman discovering her power -- affecting at times, occasionally quite lovely, but earnest, often clumsy, and notably short on joy.",POSITIVE,0.9947308301925659
2020-09-04,A surfeit of talent and good intentions only go so far when your lead character ends up less flesh and bone than her cartoon predecessor.,NEGATIVE,0.9827942252159119
2020-09-04,"Mulan is more than just a spectacle; it's a moving, rousing piece of art.",POSITIVE,0.9998761415481567
2020-09-04,"Directed Niki Caro, working from a screenplay by Rick Jaffa & Amanda Silver and Lauren Hynek & Elizabeth Martin, strikes exactly the right balance between emotion and action.",POSITIVE,0.9998149871826172
2020-09-04,"The best I can think of for an explanation about the overall slogginess here is that the concept of Mulan really, really needs songs and talking animals.",NEGATIVE,0.9950756430625916
2020-09-04,"Director, Niki Caro, has created an epic film, with meticulously choreographed stunts and battle scenes shot with precision on both geometrically defined and lush locations.",POSITIVE,0.9998409152030945
2020-09-04,Liu carries the film fearlessly - whether it's the quieter emotional moments or being badass on the battlefield.,POSITIVE,0.9998133182525635
2020-09-04,"I enjoyed Mulan, but I couldn't avoid the sense of disconnect inherent in watching a wuxia-style period piece with Chinese actors speaking accented English dialogue.",NEGATIVE,0.7322325706481934
2020-09-04,A robust period epic with visual grandeur to spare... [director Niki Caro] fashions an epic that keeps the Disney spirit while standing out as well.,POSITIVE,0.9998795986175537
2020-09-04,"Its roughly 900-year-old hero remains inspirational. As the wise old Emperor said in the original film, ""You don't meet a girl like that every dynasty.""",POSITIVE,0.9996359944343567
2020-09-04,"Don't expect to sing along with catchy songs but expect to fall in love with Mulan all over again. The film is emotional, beautifully shot, and all-around enjoyable.",POSITIVE,0.9998467564582825
2020-09-04,"If someone were to do a shot every time a character mentions ""honor,"" they would surely die of alcohol poisoning before the credits roll under a new recording of ""Reflection"" from Christina Aguilera.",NEGATIVE,0.9987449645996094
2020-09-04,Mulan delivers a straightforwardly heroic narrative of a capable woman battling her way to respect. It just doesn't have much else to add.,POSITIVE,0.8219442367553711
2020-09-04,"Disney's ongoing foray into rehashing its existing classic properties as Live-Action remakes has seemingly done the unlikely with ""Mulan,"" namely by giving its new incarnation a reason to exist.",NEGATIVE,0.8032781481742859
2020-09-04,"It's an amazing cinematic achievement, buoyed by amazing action sequences",POSITIVE,0.9998922944068909
2020-09-04,"Even the movie's stagiest moments seem perfectly suited to the spectacle Caro creates; stunning vistas of sand dunes, majestic snow-capped mountains cities popping with colour and scenes of jaw-dropping choreographed battles.",POSITIVE,0.9995095729827881
2020-09-04,Caro's Mulan is a spectacle and it's too bad it won't be shared across big screens.,POSITIVE,0.9675073623657227
2020-09-04,"Mulan is a visually stunning cornucopia cinematic feast with breakout stars who takes no prisoners in the form of Yifei Liu and Gong Li. Kudos to Niki Caro for bringing a mature, fresh spin to a classic beloved tale.",POSITIVE,0.9998263120651245
2020-09-04,"An astonishing update to the animated classic, Mulan is a colourful and vibrant movie with bombastic battles and heroine with a ferocious heart. Entertaining for all.",POSITIVE,0.9998838901519775
2020-09-04,Mulan sidesteps the usual shot-for-shot route that many of its predecessors took.,POSITIVE,0.9835789203643799
2020-09-04,"Niki Caro does a fine job with drama and action, but I just wonder what the final product would have looked like if an Asian director and writers-under Disney's guidance-had been at the helm.",NEGATIVE,0.8784094452857971
2020-09-04,"For a film with so much at stake, Mulan never feels epic, but it does succeed as a story of a young woman courageously defying cultural and social expectations.",POSITIVE,0.999757707118988
2020-09-04,It is no longer easily recognisable as a family film. Nor is it a grown-up action film.,NEGATIVE,0.9984791278839111
2020-09-04,"It's a step-up effort for a Disney's live-action remake over the tepid triple-whammies of last year's ""Dumbo"", ""Aladdin"" and ""The Lion King"".",POSITIVE,0.6413301825523376
2020-09-04,"The theme of being true to yourself shines through, and there is much to enjoy even if the movie doesn't quite have the emotional pull to provoke laughter and tears.",POSITIVE,0.9996799230575562
2020-09-04,"With both respect to what's done and commitment on what can be done, this Mulan is an epic delight - as much as the 1998 film and as its own entity.",POSITIVE,0.9998818635940552
2020-09-04,[Mulan] lives up to the themes of its predecessor while also cutting its own forcefully dynamic path.,POSITIVE,0.9977477788925171
2020-09-04,There is something about the reality of Mulan being a real-life teenage girl that changes the dynamic of the whole experience. Director Niki Caro never mocks... never goes for the easy gag.... never forgets that her Mulan is a real life young woman.,POSITIVE,0.9996761679649353
2020-09-04,"[T]he film tells a fine, rich, and empowering story, respectful of its characters and a tradition of filmmaking that matches its tale quite well.",POSITIVE,0.9998379945755005
2020-09-04,"Mulan cracks the code of being an excellent remake, while still honoring fan favorite moments of the original film. Although not a musical, the score still packs a punch.",POSITIVE,0.9992491006851196
2020-09-04,"Closer to director Nikki Caro's touching, both mythic and intimate ""Whale Rider"" than it is to the animated musical with Eddie Murphy as a quippy little dragon.",POSITIVE,0.996600329875946
2020-09-04,"Director Niki Caro ... handles the fight scenes ... and dramatic moments with equal aplomb, though some of the additional effects ... feel less well-designed.",POSITIVE,0.9933941960334778
2020-09-04,"I enjoyed and was entertained by this offering from start to finish. I imagine many impressionable young girls will be similarly entranced. (Full Content Review for Parents - Violence, etc. - also Available)",POSITIVE,0.9995979070663452
2020-09-04,"...a fleet-footed, live-action adaptation of the 1998 animated hit. But this wartime, period-set, epic fantasy isn't the transcendent classic it might have been.",POSITIVE,0.9269334077835083
2020-09-04,"With its CROUCHING TIGER, HIDDEN JEDI meets YENTL shtick, is a really great riff in what came before while unafraid to do things in new way.",POSITIVE,0.9971112012863159
2020-09-04,Won't satisfy the musically-inclined but it's more traditional mindset means it can stand on its own.,POSITIVE,0.9919252991676331
2020-09-03,"A wonderful piece of filmmaking, with absolutely gorgeous choreography, elegant design, a euphoric score and impeccable cinematography... a respectful, traditional take on the tale quite easily makes this one of Disney's best remakes to date.",POSITIVE,0.9998831152915955
2020-09-03,"The visuals are the best thing about the film, the spectacle a dazzling distraction from some of the weaker elements of storytelling and performance.",POSITIVE,0.99970942735672
2020-09-03,Little girls everywhere will be inspired.,POSITIVE,0.9996622204780579
2020-09-03,"This live-action version of the 1998 hand-animated feature is stunning to take in, most notably the set design and stunts, though the leap to a more epic and spectacular format has nipped some of the wonderment and depth of character.",POSITIVE,0.9997242093086243
2020-09-03,I am extremely impressed with the work that Niki Caro delivers here.,POSITIVE,0.9998717904090881
2020-09-03,"The film is simple enough (and inoffensive enough) for children, yet possesses ample thematic depth and technical imagination to engage adults.",POSITIVE,0.9996523261070251
2020-09-03,It's performed with such consummate precision and showmanship that at times you would swear you were watching something with a heart.,POSITIVE,0.9997832775115967
2020-09-03,Mandatory moralizing mutes Mulan's majesty,NEGATIVE,0.9903663992881775
2020-09-03,A lavish form of lip-service.,POSITIVE,0.9974850416183472
2020-09-03,"Has the perfect set up and the correct approach to make Mulan the best of Disney's live-action remakes; unfortunately, never reaches any of the heights it has set for itself",NEGATIVE,0.9841077923774719
2020-09-03,Where Mulan falls short is in its emotional depth. There simply isn't much. This is the rare Disney film which may not send its viewers reaching for a tissue.,NEGATIVE,0.9996768236160278
2020-09-03,"Mulan is a cinematically stunning, live-action remake that accentuates action over heart, but the message it conveys, one of female strength and ingenuity as well as value, cannot be overlooked.",POSITIVE,0.9996986985206604
2020-09-03,It discards the stuff that didn't work and wasn't necessary the first time around keeps and improves upon the stuff that did work and the result is a film that is unquestionably better and more exciting to watch.,POSITIVE,0.9994632601737976
2020-09-03,"Visually, the Mulan remake is not a masterpiece, but it gets the job done well in all the right places. The main way that the movie lags is how the personalities of the characters are watered-down from the original Mulan movie.",POSITIVE,0.8973789811134338
2020-09-03,"It's a bold reinvention of the family-friendly Disney classic, and even if it falls short in certain areas, it's far more welcome than just another carbon copy.",POSITIVE,0.9998606443405151
2020-09-03,This is the best live action version to date.,POSITIVE,0.9998270869255066
2020-09-03,Easily the best of the Disney remakes so far. Director Niki Caro boldly evokes Chinese wuxia films to breathe new life to the legendary tale. [Full Review in Spanish],POSITIVE,0.999793529510498
2020-09-03,Liu brings the strength to the character that is needed for the film to work.,POSITIVE,0.9998090267181396
2020-09-03,An inferior reflection of the original.,NEGATIVE,0.9996570348739624
2020-09-03,"There are several volumes of sophisticated feminist theory at work, but, trust me, they are wholly in the service of a first-rate action-adventure film that puts characters ahead of spectacle.",POSITIVE,0.999416708946228
2020-09-03,"Its origins date back centuries, and its animated predecessor is beloved within the '90s Disney canon, but the latest version of Mulan couldn't be more relevant, vital, and alive.",POSITIVE,0.9993991851806641
2020-09-03,A transformative fairy tale with all of the high-flying swordplay of a wuxia epic.,POSITIVE,0.9998493194580078
2020-09-03,"Mulan is a perfectly fine live-action adaptation, delivering some Disney magic and gorgeous visuals, but it's ultimately just an average action movie.",POSITIVE,0.9976654648780823
2020-09-03,"Mulan is a solid Hollywood action movie with some Hong Kong flourish, and if it makes some 2020 kids discover real Kung Fu movies, that's great.",POSITIVE,0.9998816847801208
2020-09-03,"Like the phoenix, 'Mulan' triumphantly rises and doesn't get lost in translation.",POSITIVE,0.999782919883728
2020-09-03,"You can feel the heart of it in every moment, even during the action scenes, which were handled with stunning precision.",POSITIVE,0.999826192855835
2020-09-03,"Now, this is my kind of Superhero movie. Disney's live action remake is more than Marvel-ous, it's a sweeping, inspirational and beautifully made film, one any family can and should enjoy.",POSITIVE,0.9998835921287537
2020-09-03,"The colorful ""Mulan"" is striking in its visual beauty and production design. (Special kudos to Australian cinematographer Mandy Walker.) ""Mulan"" deserves to be seen on as big a screen as possible.",POSITIVE,0.9998577237129211
2020-09-03,Caro's Mulan carries the same emotional weight of the prior with a greater dramatic punch.,POSITIVE,0.9697571992874146
2020-09-03,Mulan is a soaring epic that will thrill global audiences.,POSITIVE,0.9998781681060791
2020-09-03,"The actors capture the spirit of the beloved characters they are portraying... The action is spectacular, but the film feels rushed at times.",NEGATIVE,0.9621652960777283
2020-09-03,"Adds nothing new to the familiar story, but it's an engaging ride that never outstays its welcome and instead delivers a tale well told.",POSITIVE,0.9995304942131042
2020-09-03,Mulan is one of the few Disney re-makes that is overall a better film than the one it was based on.,POSITIVE,0.9954038858413696
2020-09-03,"Mulan is not only the best Disney remake yet but perhaps better than the original. A bold statement, but one we stand by.",POSITIVE,0.999788761138916
2020-09-03,"While director Niki Caro significantly improves Mulan's classic story with her live-action narrative, the film's tone is inconsistent. It doesn't take enough risks to feel completely fresh.",NEGATIVE,0.8884053826332092
2020-09-03,"Its simplistic tale is effective, but lacks authenticity.",NEGATIVE,0.9985828995704651
2020-09-03,"Of all the live-action Disney adaptations, Disney's ""Mulan"" had the most potential. Instead, it ends up feeling like just another Disney movie, and not a very good one either.",NEGATIVE,0.9997749924659729
2020-09-03,"The international cast is nothing short of great, led by Yifei Liu's movie star turn as a boundaries-shattering, stereotype-defying hero-warrior for her time and for ours.",POSITIVE,0.9992116689682007
2020-09-03,"Despite all my nit-picky complaints and how defensive I am about the 1998 Mulan and my initial low expectations of this live-action, I have to admit that I enjoyed it both as a standalone movie and as an homage to the animated film.",POSITIVE,0.9979762434959412
2020-09-03,"[Director Niki Caro] never lets the battle scenes drown out the drama, finding inventive ways to keep the conflict visually interesting.",POSITIVE,0.9997770190238953
2020-09-03,"Caro delivers a sumptuous event film with an excellent cast and newfound fierceness, giving the remake some additional heft as it details an unusual quest for identity and honor.",POSITIVE,0.9998692870140076
2020-09-03,"Disney's new 'Mulan' presents a rousing role model for little girls ready to move beyond sleeping beauties, little mermaids, talking teapots and pumpkins that turn into coaches.",POSITIVE,0.9996991753578186
2020-09-03,"""Mulan"" is good storytelling, if a little generic, with a solid femme theme that will entertain. It has been a long time coming, so expectations run high.",POSITIVE,0.9995641708374023
2020-09-03,A live-action remake not quite equal to an illustrious predecessor.,NEGATIVE,0.9914729595184326
